Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr00939		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Italy	Catania, Sicilia									1970						31.iii.2015
ZFMK Cr00940		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00941		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Italy	Isola Lachea, Catania, Sicilia								1							31.iii.2015
ZFMK Cr00942		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00943		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00944		Amphipoda	Phliantidae	Pereionotus	testudo	Montagu	1808			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00945		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00946		Amphipoda	Phliantidae	Pereionotus	testudo	Montagu	1808			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00947		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00948		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00949		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Italy	Isola Lachea, Catania, Sicilia								1							31.iii.2015
ZFMK Cr00950		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00951		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria								1-2							31.iii.2015
ZFMK Cr00952		Amphipoda	Phliantidae	Pereionotus	testudo	Montagu	1808			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00953		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00954		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1-2							31.iii.2015
ZFMK Cr00955		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00956		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00957		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00958		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00959		Amphipoda	Phliantidae	Pereionotus	testudo	Montagu	1808			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00960		Amphipoda	Stenothoidae	Stenothoe	dollfusi	Chevreux	1887			Italy	Ganzirri								20					Laminaria	Laminaria	31.iii.2015
ZFMK Cr00961		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria, Stadtfelsen													Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00962		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00963		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00964		Amphipoda	Phliantidae	Pereionotus	testudo	Montagu	1808			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00965		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00966		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00967		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00968		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00969		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00970		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00971		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00972		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00973		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria, Stadtfelsen								1-2							31.iii.2015
ZFMK Cr00974		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00975		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00976		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria, SF 353													Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00977		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00978		Amphipoda	Liljeborgiidae	Liljeborgia	dellavallei	Stebbing	1906			Italy	Ganzirri, Messina, Sicilia								20					Laminaria	Laminaria	31.iii.2015
ZFMK Cr00979		Amphipoda	Liljeborgiidae	Liljeborgia	dellavallei	Stebbing	1906			Italy	Ganzirri, Messina, Sicilia								20					Laminaria	Laminaria	31.iii.2015
ZFMK Cr00980		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00981		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00982		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00983		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00984		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00985		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			France	Villefranche, S Frankreich													Corallina		31.iii.2015
ZFMK Cr00986		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00987		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00988		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00989		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00990		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Golf von Palermo													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00991		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00992		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00993		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00994		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schwämme	Mytilus	31.iii.2015
ZFMK Cr00995		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00996		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Algen		31.iii.2015
ZFMK Cr00997		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr00998		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus	Mytilus	31.iii.2015
ZFMK Cr00999		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli													Halimeda + Schwämme	Halimeda + Schwämme	31.iii.2015
ZFMK Cr01000		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01001		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01002		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus	Mytilus	31.iii.2015
ZFMK Cr01003		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01004		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01005		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01006		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1							31.iii.2015
ZFMK Cr01007		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus	Mytilus	31.iii.2015
ZFMK Cr01008		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1							31.iii.2015
ZFMK Cr01009		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01010		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01011		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1							31.iii.2015
ZFMK Cr01012		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01013		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Portovenere													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01014		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			France	Villefranche, S Frankreich													Corallina	Corallina	31.iii.2015
ZFMK Cr01015		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01016		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Algen	Algen	31.iii.2015
ZFMK Cr01017		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01018		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Ischia-Porto, Golf v. Napoli													Halimeda	Halimeda	31.iii.2015
ZFMK Cr01019		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Portovenere													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01020		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus	Mytilus	31.iii.2015
ZFMK Cr01021		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01022		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Algen	Algen	31.iii.2015
ZFMK Cr01023		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Algen	Algen	31.iii.2015
ZFMK Cr01024		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01025		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus	Mytilus	31.iii.2015
ZFMK Cr01026		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1							31.iii.2015
ZFMK Cr01027		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			France	Villefranche, S Frankreich													Corallina	Corallina	31.iii.2015
ZFMK Cr01028		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01029		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Golf von Palermo													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr01030		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Ischia-Porto, Golf v. Napoli													Peyssonnelia	Peyssonnelia	31.iii.2015
ZFMK Cr01031		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01032		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01033		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01034		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01035		Amphipoda	Corophiidae	Monocorophium	sextonae	Crawford	1937			Italy	Ischia-Porto, Golf v. Napoli													Halimeda + Schwämme	Halimeda + Schwämme	31.iii.2015
ZFMK Cr01036		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01037		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Algen	Algen	31.iii.2015
ZFMK Cr01038		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1							31.iii.2015
ZFMK Cr01039		Amphipoda	Corophiidae	Monocorophium	sextonae	Crawford	1937			Italy	Ischia-Porto, Golf v. Napoli													Halimeda + Schwämme	Halimeda + Schwämme	31.iii.2015
ZFMK Cr01040		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01041		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01042		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01043		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Golf von Palermo													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr01044		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus	Mytilus	31.iii.2015
ZFMK Cr01045		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01046		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01047		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1							31.iii.2015
ZFMK Cr01048		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857			Italy	Chioggia, Laguna veneta								2-4					Hafenalgen	Hafenalgen	31.iii.2015
ZFMK Cr01049		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			France	Villefranche, S Frankreich													Corallina	Corallina	31.iii.2015
ZFMK Cr01050		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01051		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Halimeda + Schwämme	Halimeda + Schwämme	31.iii.2015
ZFMK Cr01052		Amphipoda	Corophiidae	Monocorophium	acherusicum	Costa	1853			Italy	Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01053		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Italy	Chioggia, Laguna veneta													Mytilus + Schlamm	Mytilus	31.iii.2015
ZFMK Cr01054		Amphipoda	Corophiidae	Apocorophium	acutum	Chevreux	1908			Italy	Ischia-Porto, Golf v. Napoli								1					Halimeda + Schwämme	Halimeda + Schwämme	31.iii.2015
ZFMK Cr01055		Amphipoda	Corophiidae	Monocorophium	insidiosum	Crawford	1937			Germany	Helgoland													Algen	Algen	31.iii.2015
ZFMK Cr01056		Amphipoda	Lysianassidae	Orchomene	humilis	Costa	1853	Krapp, T.		Italy	Ganzirri, Messina, Sicilia													Cystoseira stricta	Cystoseira stricta	31.iii.2015
ZFMK Cr01057		Amphipoda	Lysianassidae	Socarnes	filicornis	Heller	1866	Krapp, T.		Italy	Ischia, St. Anna, G.v. Napoli															31.iii.2015
ZFMK Cr01058		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Croatia	Rovinj, Istrien, Banjole									vii.1972						31.iii.2015
ZFMK Cr01059		Amphipoda	Lysianassidae	Lysianassina	longicornis	Lucas	1846	Krapp, T.		Italy	Ischia, St. Anna, G.v. Napoli													Algen	Algen	31.iii.2015
ZFMK Cr01060		Amphipoda	Lysianassidae	Lysianassina	longicornis	Lucas	1846	Krapp, T.		Italy	Ischia, St. Anna, G.v. Napoli													Algen	Algen	31.iii.2015
ZFMK Cr01061		Amphipoda	Lysianassidae	Pronannonyx	minma	Schellenberg	1953	Krapp, T.		Italy	Cave Lacco Ameno, Ischia, G. v. Napoli															31.iii.2015
ZFMK Cr01062		Amphipoda	Lysianassidae	Socarnes	filicornis	Heller	1866	Krapp, T.		Italy	Ischia, St. Anna, G.v. Napoli															31.iii.2015
ZFMK Cr01063		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Italy	Lacco, Ischia, G.v. Napoli															31.iii.2015
ZFMK Cr01064		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Italy	Cagliari															31.iii.2015
ZFMK Cr01065		Amphipoda	Aristiidae	Perrierella	audouiniana	Bate	1857	Krapp, T.		Croatia	Dalamtia, Adria															31.iii.2015
ZFMK Cr01066		Amphipoda	Lysianassidae	Lysianassa	ceratina	Walker	1889	Krapp, T.		Italy	G.v.Napoli													Schlamm	Schlamm	31.iii.2015
ZFMK Cr01067		Amphipoda	Lysianassidae	Lysianassina	longicornis	Lucas	1846	Krapp, T.		Turkey	G. Izmir													Algen	Algen	31.iii.2015
ZFMK Cr01068		Amphipoda	Lysianassidae	Lysianassa	ceratina	Walker	1889	Krapp, T.		Italy	NW-Sicilia													Algen	Algen	31.iii.2015
ZFMK Cr01069		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Italy	Catania, Sicilia															31.iii.2015
ZFMK Cr01070		Amphipoda	Lysianassidae	Socarnes	filicornis	Heller	1866	Krapp, T.		Italy	Ischia, Secca, G.v. Napoli															31.iii.2015
ZFMK Cr01071		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Croatia	Rovinj													Algen	Algen	31.iii.2015
ZFMK Cr01072		Amphipoda	Lysianassidae	Orchomene	humilis	Costa	1853	Krapp, T.		Italy	Isola Lachea, Catania, Sicilia													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr01073		Amphipoda	Aristiidae	Perrierella	audouiniana	Bate	1857	Krapp, T.			N Adria	43°39'36''N		43,66												31.iii.2015
ZFMK Cr01074		Amphipoda	Lysianassidae	Socarnes	filicornis	Heller	1866	Krapp, T.		Italy	Ischia, St. Anna, G.v. Napoli															31.iii.2015
ZFMK Cr01075		Amphipoda	Lysianassidae	Lysianassa	ceratina	Walker	1889	Krapp, T.		Croatia	Rovinj															31.iii.2015
ZFMK Cr01076		Amphipoda	Aristiidae	Perrierella	audouiniana	Bate	1857	Krapp, T.			N Adria	43°43'N		43,7167												31.iii.2015
ZFMK Cr01077		Amphipoda	Lysianassidae	Lysianassina	longicornis	Lucas	1846	Krapp, T.		Italy	Ischia, St. Anna, G.v. Napoli													Algen	Algen	31.iii.2015
ZFMK Cr01078		Amphipoda	Lysianassidae	Orchomene	humilis	Costa	1853	Krapp, T.		Italy	Catania, Sicilia								8-15							31.iii.2015
ZFMK Cr01079		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Italy	Catania, Sicilia															31.iii.2015
ZFMK Cr01080		Amphipoda	Aristiidae	Perrierella	audouiniana	Bate	1857	Krapp, T.		Croatia	Rovinj													Algen	Algen	31.iii.2015
ZFMK Cr01081		Amphipoda	Lysianassidae	Acosta	punctata	Costa	1851	Krapp, T.		Italy	G.v.Napoli													Pagurus + Adamsia	Pagurus + Adamsia	31.iii.2015
ZFMK Cr01082		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Italy	Pantelleria													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr01083		Amphipoda	Lysianassidae	Lysianassa	pilicornis	Heller	1866	Krapp, T.		Croatia	Rovinj													Cystoseira adriatica	Cystoseira adriatica	31.iii.2015
ZFMK Cr01084		Amphipoda	Lysianassidae	Acosta	punctata	Costa	1851	Krapp, T.		Italy	G.v.Napoli													Schlamm		31.iii.2015
