Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr00782		Amphipoda	Calliopiidae	Apherusa	chiereghinii	Giordani-Soika	1949			Croatia	Rovinj													Algen	Algen	31.iii.2015
ZFMK Cr00783		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Marettimo, W-Sicilia									4.vi.1969				Cystoseira crinita, exponiert	Cystoseira crinita	31.iii.2015
ZFMK Cr00784		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ganzirri, Messina, Sicilia								20	6.x.1975				Sand-Grus, Jania	Jania	31.iii.2015
ZFMK Cr00785		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Croatia	Rovinj, Istrien, Banjole									vii.1972				Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00786		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Isola Lachea, Catania, Sicilia													Cystoseira sauvageauana	Cystoseira sauvageauana	31.iii.2015
ZFMK Cr00787		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Norway	Atlantik, Liholmene								90-100							31.iii.2015
ZFMK Cr00788		Amphipoda	Calliopiidae	Apherusa	cf. alacris	Krapp-Schickel	1969			Italy	Taranto									ix.1969				Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00789		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ganzirri, Messina, Sicilia								25	5.x.1973				Laminaria ochroleuca	Laminaria ochroleuca	31.iii.2015
ZFMK Cr00790		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ganzirri, Messina, Sicilia								28	6.x.1973				Sand-Grus, Laminaria	Laminaria	31.iii.2015
ZFMK Cr00791		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ganzirri, Messina, Sicilia								20					Sand, Laminaria	Laminaria	31.iii.2015
ZFMK Cr00792		Amphipoda	Calliopiidae	Apherusa	alacris	Krapp-Schickel	1969			Italy	Zapponeta	41,5006 N	15,9686 E	41,5006	15,9686						Late?	Late?				31.iii.2015
ZFMK Cr00793		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ganzirri, Messina, Sicilia								15					Laminaria	Laminaria	31.iii.2015
ZFMK Cr00794		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Marettimo, W-Sicilia													Cystoseira crinita	Cystoseira crinita	31.iii.2015
ZFMK Cr00795		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ischia, Golf v. Napoli													Algen vor Institut	Algen	31.iii.2015
ZFMK Cr00796		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00797		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00798		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00799		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00800		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00801		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia								0,3					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00802		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira, Coll Dittrich	Cystoseira	31.iii.2015
ZFMK Cr00803		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								4					Dictyota dichotoma	Dictyota dichotoma	31.iii.2015
ZFMK Cr00804		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir		31.iii.2015
ZFMK Cr00805		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00806		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								0,5					Trottoir	Trottoir	31.iii.2015
ZFMK Cr00807		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00808		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								0,5					Seepocken + Hydroiden	Seepocken + Hydroiden	31.iii.2015
ZFMK Cr00809		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								1					Schattenalgen	Schattenalgen	31.iii.2015
ZFMK Cr00810		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00811		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								1					Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr00812		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								1					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00813		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								0,5					Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr00814		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								2					Halopteris, Corallina	Halopteris, Corallina	31.iii.2015
ZFMK Cr00815		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00816		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								2,5					Cutleria, Rotalgen	Cutleria, Rotalgen	31.iii.2015
ZFMK Cr00817		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	NW Sardinia, Cala dragonara								2					Algengemisch		31.iii.2015
ZFMK Cr00818		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00819		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00820		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00821		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00822		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00823		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira, Coll Dittrich	Cystoseira	31.iii.2015
ZFMK Cr00824		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	NW Sardinia, Cala dragonara								1							31.iii.2015
ZFMK Cr00825		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00826		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0							31.iii.2015
ZFMK Cr00827		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								1					Corallina, Falkenbergia, Halopteris	Corallina, Falkenbergia, Halopteris	31.iii.2015
ZFMK Cr00828		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00829		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira, Coll Dittrich	Cystoseira	31.iii.2015
ZFMK Cr00830		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0							31.iii.2015
ZFMK Cr00831		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00832		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								1					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00833		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0	iv.1982				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00834		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								2,5					Cutleria, Rotalgen	Cutleria, Rotalgen	31.iii.2015
ZFMK Cr00835		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								0,2							31.iii.2015
ZFMK Cr00836		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00837		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Trottoir		31.iii.2015
ZFMK Cr00838		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00839		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0	iv.1982				Cystoseira, Weibchen auch von H camptonyx?	Cystoseira	31.iii.2015
ZFMK Cr00840		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0							31.iii.2015
ZFMK Cr00841		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	NW Sardinia, Cala dragonara													Trottoir		31.iii.2015
ZFMK Cr00842		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00843		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00844		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira, Coll Dittrich	Cystoseira	31.iii.2015
ZFMK Cr00845		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00846		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								22					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00847		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								22					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00848		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00849		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira, Coll Dittrich	Cystoseira	31.iii.2015
ZFMK Cr00850		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira, Coll Dittrich	Cystoseira	31.iii.2015
ZFMK Cr00851		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								0,2							31.iii.2015
ZFMK Cr00852		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								1					Rotalgen	Rotalgen	31.iii.2015
ZFMK Cr00853		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00854		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								2					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00855		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								1					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00856		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00857		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia, Cala dragonara								0,25					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00858		Amphipoda	Hyalidae	Hyale	pontica	Rathke	1847			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00859		Amphipoda	Hyalidae	Hyale	pontica	Rathke	1847			Italy	NW Sardinia, Cala dragonara							0	0					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00860		Amphipoda	Kuriidae	Micropythia	carinata	Bate	1862			Italy	NW Sardinia, Cala dragonara							0	0	iv.1982				Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00861		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00862		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, Istria, N Adria,															31.iii.2015
ZFMK Cr00863		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00864		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria, Stadtfelsen								1-2							31.iii.2015
ZFMK Cr00865		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, Istria, N Adria,															31.iii.2015
ZFMK Cr00866		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, Istria, N Adria,															31.iii.2015
ZFMK Cr00867		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr00868		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, N Adria													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00869		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			Croatia	Rovinj, Istria, N Adria,															31.iii.2015
ZFMK Cr00870		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			France	Villefranche, S Frankreich								1					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00871		Amphipoda	Calliopiidae	Calliopius	laeviusculus	Krøyer	1838			Germany	Helgoland, Kreidefelsen, Atlantik															31.iii.2015
ZFMK Cr00872		Amphipoda	Calliopiidae	Calliopius	laeviusculus	Krøyer	1838			Germany	Helgoland, Kreidefelsen, Atlantik															31.iii.2015
ZFMK Cr00873		Amphipoda	Calliopiidae	Calliopius	laeviusculus	Krøyer	1838			Germany	Helgoland, Kreidefelsen, Atlantik															31.iii.2015
ZFMK Cr00874		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00875		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00876		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Spain	Roquetas puerto S. v. Almeira													Cystoseira, überkrustet	Cystoseira	31.iii.2015
ZFMK Cr00877		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00878		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Spain	Roquetas puerto S. v. Almeira								1,5-2,5					Cystoseira, überkrustet	Cystoseira	31.iii.2015
ZFMK Cr00879		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00880		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00881		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Spain	Roquetas puerto S. v. Almeira													Mischprobe, Cystoseira überkrustet	Cystoseira	31.iii.2015
ZFMK Cr00882		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1-2							31.iii.2015
ZFMK Cr00883		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1-2							31.iii.2015
ZFMK Cr00884		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00885		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00886		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00887		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00888		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00889		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00890		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1-2					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00891		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00892		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00893		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00894		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Spain	Roquetas puerto S. v. Almeira								1,5-2,5					Cystoseira, überkrustet	Cystoseira	31.iii.2015
ZFMK Cr00895		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00896		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00897		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00898		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00899		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00900		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00901		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00902		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00903		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								0,5					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00904		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00905		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00906		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00907		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00908		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1-2					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00909		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00910		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00911		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00912		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00913		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00914		Amphipoda	Hyalidae	Hyale	camptonyx	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
ZFMK Cr00915		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00916		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1					Cystoseira spicata	Cystoseira spicata	31.iii.2015
ZFMK Cr00917		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,5					Algen	Algen	31.iii.2015
ZFMK Cr00918		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Marettimo, W-Sicilia								1-2					Algen	Algen	31.iii.2015
ZFMK Cr00919		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Marettimo, W-Sicilia								1-2					Algen	Algen	31.iii.2015
ZFMK Cr00920		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen								1-2					Halopteris	Halopteris	31.iii.2015
ZFMK Cr00921		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00922		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	Ischia-Porto, Golf v. Napoli								2					Dictyopteris	Dictyopteris	31.iii.2015
ZFMK Cr00923		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00924		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Italy	NW Sardinia								0,5					Algen	Algen	31.iii.2015
ZFMK Cr00925		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00926		Amphipoda	Hyalidae	Hyale	schmidti	Heller	1866			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00927		Amphipoda	Leucothoidae	Leucothoe	spinicarpa	Abildgaard	1789			Italy	Ganzirri, Messina, Sicilia													Oberflächenalgen	Oberflächenalgen	31.iii.2015
ZFMK Cr00928		Amphipoda	Cressidae	Cressa	cristata	Myers	1969			Italy	Ischia, Porto, S. Pancrazio, G. v. Napoli								20					Halimeda	Halimeda	31.iii.2015
ZFMK Cr00929		Amphipoda	Phliantidae	Pereionotus	testudo	Montagu	1808			Italy	Ischia, Porto, S. Pancrazio, G. v. Napoli								20					Halimeda	Halimeda	31.iii.2015
ZFMK Cr00930		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen															31.iii.2015
ZFMK Cr00931		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Italy	Capo Mulini, Catania, Sicilia								10							31.iii.2015
ZFMK Cr00932		Amphipoda	Stenothoidae	Stenothoe	tergestina	Nebeski	1881			France	Villefranche, S Frankreich								1					Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr00933		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum inv.	Sargassum	31.iii.2015
ZFMK Cr00934		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Italy	Capo Mulini, Catania, Sicilia															31.iii.2015
ZFMK Cr00935		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Croatia	Rovinj, Istrien, Banjole															31.iii.2015
ZFMK Cr00936		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Croatia	Rovinj, N Adria, Stadtfelsen													Sargassum inv.	Sargassum	31.iii.2015
ZFMK Cr00937		Amphipoda	Stenothoidae	Stenothoe	gallensis	Walker	1804			Italy	Isola Lachea, Catania, Sicilia								1							31.iii.2015
ZFMK Cr00938		Amphipoda	Podoceridae	Podocerus	variegatus	Leach	1814			Italy	Ischia-Porto, Golf v. Napoli													Halopteris filicina	Halopteris filicina	31.iii.2015
